tv_series,tv_seriesLabel,start_year,end_year,awardLabel,subjectLabel
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия «Золотой глобус» за лучший телевизионный сериал — драма,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Primetime Emmy Award for Outstanding Cinematography for a One Hour Series,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Primetime Emmy Award for Outstanding Cinematography for a Single-Camera Series,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Прайм-таймовая премия «Эмми» за лучшую музыкальную композицию для телесериала,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q171254,Сыны анархии,2008,2014,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,премия «Эмми» за лучший драматический сериал,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия «Эмми» за лучшую женскую роль в драматическом телесериале,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия Гильдии киноактёров США за лучший актёрский состав в комедийном сериале,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия Гильдии киноактёров США за лучшую мужскую роль в комедийном сериале,дружба
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,NAACP Image Award лучшему актёру драматического сериала,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия «Спутник» за лучший телевизионный сериал — комедия или мюзикл,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Kids' Choice Award for Favorite TV Actress,дружба
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия «Эмми» за лучшую режиссуру драматического телесериала,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,NAACP Image Award лучшему актёру второго плана в драматическом сериале,криминалистическая экспертиза
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Primetime Emmy Award for Outstanding Casting for a Comedy Series,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Primetime Emmy Award for Outstanding Cinematography for a Multi-Camera Series,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Primetime Emmy Award for Outstanding Costumes for a Series,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Прайм-таймовая премия «Эмми» за лучшую оригинальную главную вступительную музыкальную тему,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,премия «Эмми» за лучшую женскую роль второго плана в комедийном телесериале,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия «Эмми» за лучшую мужскую роль в комедийном телесериале,дружба
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия Гильдии киноактёров США за лучший актёрский состав в драматическом сериале,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117590,"Беверли-Хиллз, 90210",1990,2000,Премия «Золотой глобус» за лучший телевизионный сериал — драма,
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,премия «Спутник» за лучшую мужскую роль в драматическом телесериале,криминалистическая экспертиза
http://www.wikidata.org/entity/Q139849,"Все тип-топ, или жизнь на борту",2008,2011,Kids' Choice Award for Favorite TV Show,
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия «Эмми» за лучшую режиссуру комедийного телесериала,дружба
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия «Золотой глобус» за лучший телевизионный сериал — драма,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Primetime Emmy Award for Outstanding Cinematography for a One Hour Series,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Primetime Emmy Award for Outstanding Cinematography for a Single-Camera Series,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Прайм-таймовая премия «Эмми» за лучшую музыкальную композицию для телесериала,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,премия «Эмми» за лучший драматический сериал,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия «Эмми» за лучшую женскую роль в драматическом телесериале,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,криминалистическая экспертиза
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия «Эмми» за лучшую мужскую роль второго плана в комедийном телесериале,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,премия «Эмми» за лучшую женскую роль в комедийном телесериале,дружба
http://www.wikidata.org/entity/Q117590,"Беверли-Хиллз, 90210",1990,2000,Премия «Эмми» в категории «Лучший приглашённый актёр в драматическом телесериале»,
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,NAACP Image Award лучшему актёру драматического сериала,криминалистическая экспертиза
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия «Эмми» за лучший комедийный сериал,дружба
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,TCA Award for Outstanding New Program,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия Ассоциации телевизионных критиков за выдающиеся достижения в драме,Las Vegas Metropolitan Police Department
http://www.wikidata.org/entity/Q117590,"Беверли-Хиллз, 90210",1990,2000,Kids' Choice Award for Favorite TV Show,
http://www.wikidata.org/entity/Q130585,Сверхъестественное,2005,2020,Teen Choice Award за лучшую мужскую роль в фильме-драме,
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Kids' Choice Award for Favorite TV Show,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,TCA Heritage Award,дружба
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия Ассоциации телевизионных критиков за личные достижения в комедии,дружба
http://www.wikidata.org/entity/Q130585,Сверхъестественное,2005,2020,Премия «Спутник» за лучший жанровый телевизионный сериал,
http://www.wikidata.org/entity/Q113110,All Saints,1998,2009,Gold Logie Award for Most Popular Personality on Australian Television,
http://www.wikidata.org/entity/Q113110,All Saints,1998,2009,Logie Award for Most Popular Australian Program,
http://www.wikidata.org/entity/Q113110,All Saints,1998,2009,Logie Award for Most Popular New Female Talent,
http://www.wikidata.org/entity/Q113110,All Saints,1998,2009,Logie Award for Most Popular New Male Talent,
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Primetime Emmy Award for Outstanding Art Direction for a Multi-Camera Series,дружба
http://www.wikidata.org/entity/Q174972,Прикосновение ангела,1994,2003,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия Гильдии режиссёров Америки за лучшую режиссуру — Комедийный телесериал,дружба
http://www.wikidata.org/entity/Q174972,Прикосновение ангела,1994,2003,Премия «Эмми» за лучшую женскую роль второго плана в драматическом телесериале,
http://www.wikidata.org/entity/Q147235,Как я встретил вашу маму,2005,2014,Премия «Эмми» за лучшую режиссуру комедийного телесериала,
http://www.wikidata.org/entity/Q147235,Как я встретил вашу маму,2005,2014,Премия «Эмми» за лучшую мужскую роль второго плана в комедийном телесериале,
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,TCA Award for Outstanding New Program,криминалистическая экспертиза
http://www.wikidata.org/entity/Q117396,C.S.I.: Место преступления,2000,2015,Премия Ассоциации телевизионных критиков за выдающиеся достижения в драме,криминалистическая экспертиза
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,прайм-тайм премия «Эмми» в категории «Лучший приглашённый актёр в комедийном телесериале»,дружба
http://www.wikidata.org/entity/Q130585,Сверхъестественное,2005,2020,Прайм-таймовая премия «Эмми» за лучшую музыкальную композицию для телесериала,
http://www.wikidata.org/entity/Q79784,Друзья,1994,2004,Премия Гильдии киноактёров США за лучшую женскую роль в комедийном сериале,дружба
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Primetime Emmy Award for Outstanding Casting for a Comedy Series,
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Прайм-таймовая премия «Эмми» за лучшую оригинальную главную вступительную музыкальную тему,
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Прайм-таймовая премия «Эмми» за лучшую оригинальную музыку и слова,
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Премия Ассоциации телевизионных критиков за личные достижения в комедии,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии сценаристов США за лучший сценарий в новом телесериале,навык выживания
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,Teen Choice Award for Choice TV Actress Fantasy/Sci-Fi,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии киноактёров США за лучший каскадёрский ансамбль в телесериалах,социальный коллапс
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,Премия Гильдии киноактёров США за лучший каскадёрский ансамбль в телесериалах,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,Премия «Эмми» в категории «Лучшая приглашённая актриса в драматическом телесериале»,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Прайм-таймовая премия «Эмми» за лучшие специальные визуальные эффекты,социальный коллапс
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,Премия «Спутник» за лучший жанровый телевизионный сериал,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,премия «Спутник» за лучшую мужскую роль в драматическом телесериале,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,"Премия «Спутник» за лучшую мужскую роль второго плана — мини-сериал, телесериал или телефильм",
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Премия «Эмми» за лучшую мужскую роль в комедийном телесериале,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Премия «Золотой глобус» за лучшую женскую роль в телевизионном сериале — драма,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,Australian Film Institute International Award for Best Actor,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,премия Ассоциации телевизионных критиков за личные достижения в драме,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Teen Choice Award for Choice Drama Series,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Teen Choice Award for Choice TV Actress Drama,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Teen Choice Award за лучшую мужскую роль в фильме-драме,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,NAACP Image Award лучшей актрисе второго плана в драматическом сериале,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,NAACP Image Award лучшему актёру второго плана в драматическом сериале,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,Primetime Emmy Award for Outstanding Casting for a Drama Series,
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,Primetime Emmy Award for Outstanding Main Title Design,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии киноактёров США за лучший каскадёрский ансамбль в телесериалах,навык выживания
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,TCA Award for Outstanding New Program,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,премия Гильдии киноактёров США за лучшую женскую роль в драматическом сериале,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,TCA Award for Outstanding New Program,зомби
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Ассоциации телевизионных критиков за программу года,зомби
http://www.wikidata.org/entity/Q186219,Настоящая кровь,2008,2014,Премия Гильдии сценаристов США за лучший сценарий в новом телесериале,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Премия «Спутник» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Прайм-таймовая премия «Эмми» за лучшие специальные визуальные эффекты,навык выживания
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Премия Ассоциации телевизионных критиков за выдающиеся достижения в комедии,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии режиссёров Америки за лучшую режиссуру — Драматический телесериал,зомби
http://www.wikidata.org/entity/Q217246,"Всё тип-топ, или Жизнь Зака и Коди",2005,2008,Kids' Choice Award for Favorite TV Show,
http://www.wikidata.org/entity/Q217246,"Всё тип-топ, или Жизнь Зака и Коди",2005,2008,Primetime Emmy Award for Outstanding Choreography,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,TCA Award for Outstanding New Program,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Премия Ассоциации телевизионных критиков за выдающиеся достижения в драме,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Премия Ассоциации телевизионных критиков за личные достижения в комедии,
http://www.wikidata.org/entity/Q193462,Девочки Гилмор,2000,2007,Премия Ассоциации телевизионных критиков за программу года,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,прайм-тайм премия «Эмми» за лучший мини-сериал или фильм,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия «Эмми» за лучшую режиссуру комедийного телесериала,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия «Эмми» за лучшую мужскую роль второго плана в комедийном телесериале,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,премия «Эмми» за лучшую женскую роль в комедийном телесериале,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,Primetime Emmy Award for Outstanding Cinematography for a Miniseries or Movie,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,NAACP Image Award за лучший драматический сериал,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,TCA Award for Outstanding New Program,социальный коллапс
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Ассоциации телевизионных критиков за программу года,социальный коллапс
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия «Эмми» за лучший комедийный сериал,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,British Academy Television Awards за лучший драматический сериал,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,British Academy Television Awards за лучшую мужскую роль второго плана,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,премия BAFTA лучшему актёру,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия Гильдии киноактёров США за лучший актёрский состав в комедийном сериале,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия Гильдии киноактёров США за лучшую мужскую роль в комедийном сериале,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,"Премия «Эмми» за лучший сценарий мини-сериала, фильма или драматической программы",
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,"премия «Эмми» за лучшую режиссуру мини-сериала, фильма или драматической программы",
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия «Эмми» в категории «Лучшая приглашённая актриса в комедийном телесериале»,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия «Эмми» за лучший сценарий комедийного телесериала,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия Гильдии киноактёров США за лучшую женскую роль в комедийном сериале,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии режиссёров Америки за лучшую режиссуру — Драматический телесериал,социальный коллапс
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Costume Designers Guild Award for Best Costume Design – Contemporary TV Series,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия Гильдии режиссёров Америки за лучшую режиссуру — Драматический телесериал,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия Гильдии режиссёров Америки за лучшую режиссуру — Комедийный телесериал,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,прайм-тайм премия «Эмми» в категории «Лучший приглашённый актёр в комедийном телесериале»,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,"Primetime Emmy Award for Outstanding Casting for a Miniseries, Movie, or a Special",
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,"Primetime Emmy Award for Outstanding Costumes for a Miniseries, Movie or a Special",
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,Прайм-таймовая премия «Эмми» за лучший телефильм,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,Satellite Award for Best Miniseries,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,Премия «Спутник» за лучший мини-сериал или телефильм,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,"TCA Award for Outstanding Achievement in Movies, Miniseries and Specials",
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,NAACP Image Award лучшей актисе второго плана в комедийном сериале,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,NAACP Image Award лучшей актрисе второго плана в драматическом сериале,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,NAACP Image Award лучшему актёру второго плана в драматическом сериале,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,NAACP Image Award лучшему актёру второго плана в комедийном сериале,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Primetime Emmy Award for Outstanding Casting for a Comedy Series,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Primetime Emmy Award for Outstanding Cinematography for a Single-Camera Series,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Primetime Emmy Award for Outstanding Costumes for a Series,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,TCA Award for Outstanding New Program,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,Премия Ассоциации телевизионных критиков за личные достижения в комедии,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии сценаристов США за лучший сценарий в новом телесериале,зомби
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,TCA Award for Outstanding New Program,навык выживания
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Ассоциации телевизионных критиков за программу года,навык выживания
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,Премия «Эмми» за лучшую мужскую роль второго плана в мини-сериале или фильме,
http://www.wikidata.org/entity/Q192837,Шерлок,2010,2017,премия «Эмми» за лучшую мужскую роль в мини-сериале или фильме,
http://www.wikidata.org/entity/Q219942,Дайте Санни шанс,2009,2011,Kids' Choice Award for Favorite TV Show,
http://www.wikidata.org/entity/Q244803,Элли Макбил,1997,2002,премия «Эмми» за лучшую женскую роль второго плана в комедийном телесериале,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии режиссёров Америки за лучшую режиссуру — Драматический телесериал,навык выживания
http://www.wikidata.org/entity/Q187239,Зик и Лютер,2009,2012,Directors Guild of America Award for Outstanding Directing – Children's Programs,
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Премия «Эмми» за лучшую режиссуру комедийного телесериала,
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии киноактёров США за лучший каскадёрский ансамбль в телесериалах,зомби
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Премия Гильдии сценаристов США за лучший сценарий в новом телесериале,социальный коллапс
http://www.wikidata.org/entity/Q232737,Ходячие мертвецы,2010,2022,Прайм-таймовая премия «Эмми» за лучшие специальные визуальные эффекты,зомби
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Премия Гильдии киноактёров США за лучшую мужскую роль в комедийном сериале,
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Премия «Эмми» в категории «Лучшая приглашённая актриса в комедийном телесериале»,
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,премия «Спутник» за лучшую женскую роль в телевизионном сериале — комедия или мюзикл,
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,прайм-тайм премия «Эмми» в категории «Лучший приглашённый актёр в комедийном телесериале»,
http://www.wikidata.org/entity/Q189068,Детектив Монк,2002,2009,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q1048856,Все в семье,1971,1979,Премия «Эмми» за лучший сценарий комедийного телесериала,
http://www.wikidata.org/entity/Q1068952,Сент-Элсвер,1982,1988,премия «Эмми» за лучший драматический сериал,
http://www.wikidata.org/entity/Q1068952,Сент-Элсвер,1982,1988,Премия «Эмми» за лучшую женскую роль в драматическом телесериале,
http://www.wikidata.org/entity/Q1068952,Сент-Элсвер,1982,1988,премия «Эмми» за лучшую мужскую роль в драматическом телесериале,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,премия Гильдии киноактёров США за лучшую мужскую роль в драматическом сериале,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Премия Гильдии киноактёров США за лучший актёрский состав в драматическом сериале,
http://www.wikidata.org/entity/Q1048856,Все в семье,1971,1979,Премия Гильдии режиссёров Америки за лучшую режиссуру — Комедийный телесериал,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Прайм-тайм премия «Эмми» за лучший сценарий драматического телесериала,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,премия «Спутник» за лучшую мужскую роль в драматическом телесериале,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,"Премия «Спутник» за лучшую мужскую роль второго плана — мини-сериал, телесериал или телефильм",
http://www.wikidata.org/entity/Q1048856,Все в семье,1971,1979,Премия «Золотой глобус» за лучший телевизионный сериал — комедия или мюзикл,
http://www.wikidata.org/entity/Q1062804,Chappelle's Show,2003,2006,NAACP Image Award for Outstanding Variety – Series or Special,
http://www.wikidata.org/entity/Q1062804,Chappelle's Show,2003,2006,"Primetime Emmy Award for Outstanding Variety, Music or Comedy Series",
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Премия Гильдии режиссёров Америки за лучшую режиссуру — Драматический телесериал,
http://www.wikidata.org/entity/Q1048856,Все в семье,1971,1979,TCA Heritage Award,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Премия «Эмми» за лучшую режиссуру драматического телесериала,
http://www.wikidata.org/entity/Q1066317,Standoff,2006,2007,Primetime Emmy Award for Outstanding Main Title Design,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Primetime Emmy Award for Outstanding Casting for a Drama Series,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Primetime Emmy Award for Outstanding Cinematography for a Single-Camera Series,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Primetime Emmy Award for Outstanding Costumes for a Series,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Прайм-таймовая премия «Эмми» за лучшую оригинальную главную вступительную музыкальную тему,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,TCA Award for Outstanding New Program,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Премия Ассоциации телевизионных критиков за выдающиеся достижения в драме,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Премия Ассоциации телевизионных критиков за программу года,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,Премия Гильдии сценаристов США за лучший сценарий в драматическом телесериале,
http://www.wikidata.org/entity/Q1048856,Все в семье,1971,1979,премия «Эмми» за лучшую женскую роль второго плана в комедийном телесериале,
http://www.wikidata.org/entity/Q1048856,Все в семье,1971,1979,Премия «Эмми» за лучшую мужскую роль в комедийном телесериале,
http://www.wikidata.org/entity/Q1055728,Закон и порядок: Преступное намерение,2001,2011,премия «Спутник» за лучшую женскую роль в телевизионном сериале — драма,Департамент полиции города Нью-Йорка
http://www.wikidata.org/entity/Q1053941,"Нью-Йорк, Центральный парк",1995,1996,Прайм-таймовая премия «Эмми» за лучшую оригинальную главную вступительную музыкальную тему,
http://www.wikidata.org/entity/Q1053983,Королева экрана,2003,2006,Primetime Emmy Award for Outstanding Cinematography for a Multi-Camera Series,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,премия «Эмми» за лучший драматический сериал,
http://www.wikidata.org/entity/Q1050603,Дэдвуд,2004,2006,премия «Эмми» за лучшую мужскую роль в драматическом телесериале,
http://www.wikidata.org/entity/Q1064766,Mad TV (телешоу),1995,2009,NAACP Image Award for Outstanding Variety – Series or Special,
http://www.wikidata.org/entity/Q1064766,Mad TV (телешоу),1995,2009,Primetime Emmy Award for Outstanding Choreography,
http://www.wikidata.org/entity/Q1064766,Mad TV (телешоу),1995,2009,Primetime Emmy Award for Outstanding Main Title Design,
http://www.wikidata.org/entity/Q1064766,Mad TV (телешоу),1995,2009,Прайм-таймовая премия «Эмми» за лучшую оригинальную музыку и слова,
http://www.wikidata.org/entity/Q1066334,Горячая точка,2008,2012,Gemini Award for Best Dramatic Series,
http://www.wikidata.org/entity/Q1066334,Горячая точка,2008,2012,Gemini Award for Best Performance by an Actor in a Continuing Leading Dramatic Role,
http://www.wikidata.org/entity/Q1066334,Горячая точка,2008,2012,Gemini Award for Best Performance by an Actress in a Continuing Leading Dramatic Role,
http://www.wikidata.org/entity/Q1065288,The Edison Twins,1984,1989,Gemini Award for Best Performance by an Actress in a Continuing Leading Dramatic Role,
http://www.wikidata.org/entity/Q1066201,Добиться или сломаться,2009,2012,Teen Choice Award for Choice Drama Series,
http://www.wikidata.org/entity/Q1066201,Добиться или сломаться,2009,2012,Teen Choice Award for Choice TV Actress Drama,
http://www.wikidata.org/entity/Q1061246,Growing Pains,1985,1992,Kids' Choice Award for Favorite TV Show,
http://www.wikidata.org/entity/Q1044635,Моя жена меня приворожила,1964,1972,Премия «Эмми» за лучшую женскую роль второго плана в драматическом телесериале,
http://www.wikidata.org/entity/Q1044635,Моя жена меня приворожила,1964,1972,премия «Эмми» за лучшую женскую роль в комедийном телесериале,
http://www.wikidata.org/entity/Q1061246,Growing Pains,1985,1992,Прайм-таймовая премия «Эмми» за лучшую оригинальную музыку и слова,
